Date,Team,Relinquished,injury_name,status,year,month,played_season
2014-04-16,Spurs,Marco Belinelli,placed on IL,out for season,2014,4,2013
2014-04-16,Suns,Goran Dragic,ankle injury,DNP,2014,4,2013
2014-04-16,Timberwolves,Chase Budinger,sprained right ankle,DNP,2014,4,2013
2014-04-16,Timberwolves,Jose Barea,back spasms,DNP,2014,4,2013
2014-04-16,Timberwolves,Nikola Pekovic,sore right ankle,DNP,2014,4,2013
2014-04-16,Warriors,Andrew Bogut,fractured right rib,DNP,2014,4,2013
2014-04-16,Warriors,David Lee,rest,DNP,2014,4,2013
2014-04-16,Warriors,Jermaine O'Neal,placed on IL,out for season,2014,4,2013
2014-04-16,Warriors,Nemanja Nedovic,calf injury,DNP,2014,4,2013
2014-04-16,Warriors,Stephen Curry,rest,DNP,2014,4,2013
2014-04-16,Warriors,Andre Iguodala,rest,DNP,2014,4,2013
2014-04-19,Grizzlies,Quincy Pondexter,placed on IL,out for season,2014,4,2013
2014-04-19,Hawks,Jeff Teague,placed on IL,out for season,2014,4,2013
2014-04-19,Nets,Brook Lopez,placed on IL,out for season,2014,4,2013
2014-04-19,Raptors,Dwight Buycks,placed on IL,out for season,2014,4,2013
2014-04-19,Raptors,Landry Fields,respiratory ailment,DNP,2014,4,2013
2014-04-19,Warriors,Andrew Bogut,fractured right rib,"",2014,4,2013
2014-04-19,Warriors,Andrew Bogut,fractured right rib,DNP,2014,4,2013
2014-04-19,Warriors,Nemanja Nedovic,calf injury,"",2014,4,2013
2014-04-20,Blazers,Allen Crabbe,placed on IL,out for season,2014,4,2013
2014-04-20,Heat,Justin Hamilton,placed on IL,out for season,2014,4,2013
2014-04-20,Heat,Michael Beasley,sprained right ankle,DNP,2014,4,2013
2014-04-20,Heat,Michael Beasley,sprained right ankle,"",2014,4,2013
2014-04-20,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-20,Mavericks,Ricky Ledo,placed on IL,out for season,2014,4,2013
2014-04-20,Spurs,Damion James,placed on IL,out for season,2014,4,2013
2014-04-20,Wizards,Glen Rice Jr.,placed on IL,out for season,2014,4,2013
2014-04-21,Warriors,Andrew Bogut,fractured right rib,DNP,2014,4,2013
2014-04-23,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-24,Warriors,Andrew Bogut,fractured right rib,DNP,2014,4,2013
2014-04-26,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-26,Spurs,Austin Daye,placed on IL,out for season,2014,4,2013
2014-04-27,Raptors,Landry Fields,back spasms,DNP,2014,4,2013
2014-04-27,Warriors,Andrew Bogut,fractured right rib,DNP,2014,4,2013
2014-04-28,Bobcats,Al Jefferson,strained plantar fascia in left foot,DNP,2014,4,2013
2014-04-28,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-29,Warriors,Andrew Bogut,fractured right rib,DNP,2014,4,2013
2014-04-30,Bobcats,Josh McRoberts,surgery on left big toe to remove bone spurs,out indefinitely,2014,4,2013
2014-04-30,Mavericks,Gal Mekel,knee injury,DNP,2014,4,2013
2014-04-30,Raptors,Julyan Stone,placed on IL,out for season,2014,4,2013
2014-05-01,Clippers,Hedo Turkoglu,back injury,out for season,2014,5,2013
2014-05-01,Warriors,Andrew Bogut,fractured right rib,DNP,2014,5,2013
2014-05-02,Bulls,Joakim Noah,arthroscopic surgery on left knee,out indefinitely,2014,5,2013
2014-05-02,Mavericks,Gal Mekel,knee injury,DNP,2014,5,2013
2014-05-03,Grizzlies,Nick Calathes,placed on IL during suspension,"",2014,5,2013
2014-05-03,Warriors,Andrew Bogut,fractured right rib,DNP,2014,5,2013
2014-05-04,Mavericks,Gal Mekel,knee injury,DNP,2014,5,2013
2014-05-06,76ers,Michael Carter-Williams,surgery on right shoulder to repair torn labrum,out indefinitely,2014,5,2013
2014-05-10,Blazers,Mo Williams,strained groin,"",2014,5,2013
2014-05-12,Blazers,Mo Williams,strained groin,DNP,2014,5,2013
2014-05-13,Cavaliers,Anthony Bennett,surgery for removal of tonsils and adnoids,out indefinitely,2014,5,2013
2014-05-14,Blazers,Mo Williams,strained groin,DNP,2014,5,2013
2014-05-15,Pelicans,Tyreke Evans,arthroscopic surgery on right knee to remove scar tissue,out indefinitely,2014,5,2013
2014-05-16,Thunder,Serge Ibaka,left calf injury,out indefinitely,2014,5,2013
2014-05-18,Pacers,Evan Turner,strep throat,DTD,2014,5,2013
2014-05-18,Pacers,Evan Turner,flu,"",2014,5,2013
2014-05-19,Thunder,Serge Ibaka,left calf injury,"",2014,5,2013
2014-05-24,Bobcats,Gerald Henderson Jr.,arthroscopic surgery on right wrist to remove scar tissue,out indefinitely,2014,5,2013
2014-05-26,Heat,Chris Andersen,bruised thigh,"",2014,5,2013
2014-05-27,Nets,Deron Williams,surgery on left ankle to remove bone spurs and right ankle to remove loose bone fragment,out indefinitely,2014,5,2013
2014-06-15,Heat,Greg Oden,placed on IL,out for season,2014,6,2013
2014-06-28,Wizards,Martell Webster,microdisectomy surgery on lower back to repair herniated disc,out indefinitely,2014,6,2013
2014-07-01,Spurs,Patty Mills,right shoulder injury,surgery,2014,7,2013
2014-07-02,Spurs,Manu Ginobili,stress fracture in right leg,out indefinitely,2014,7,2013
2014-07-05,76ers,Pierre Jackson,right Achilles tendon injury,out indefinitely,2014,7,2013
2014-07-14,Thunder,Perry Jones III,arthroscopic surgery on right knee,out indefinitely,2014,7,2013
2014-07-22,Blazers,Thomas Robinson,surgery on right thumb to repair torn ligament,out indefinitely,2014,7,2013
2014-08-01,Pacers,Paul George,surgery on right leg to repair fractured tibia and fibula,out indefinitely,2014,8,2013
2014-08-11,Nets,Markel Brown,fractured right hand,out indefinitely,2014,8,2013
2014-08-15,Suns,Isaiah Thomas,arthroscopic surgery on left wrist,out indefinitely,2014,8,2013
2014-08-15,Warriors,Shaun Livingston,arthroscopic surgery on right big toe,out indefinitely,2014,8,2013
2014-09-02,Hornets,Noah Vonleh,surgery to repair sports hernia,out indefinitely,2014,9,2013
2014-09-26,Celtics,Rajon Rondo,surgery on fractured left finger,out indefinitely,2014,9,2013
2014-09-27,Pelicans,Tyreke Evans,strained right hamstring,out indefinitely,2014,9,2013
2014-09-29,Heat,Justin Hamilton,surgery to repair atrial flutter,out indefinitely,2014,9,2013
2014-10-06,Lakers,Nick Young,surgery on right thumb to repair torn ligament,out indefinitely,2014,10,2014
2014-10-07,Suns,Alex Len,fractured right pinky finger,out indefinitely,2014,10,2014
2014-10-09,Thunder,Mitch McGary,fractured left foot,out indefinitely,2014,10,2014
2014-10-11,Wizards,Bradley Beal,surgery on left wrist to repair fracture,out indefinitely,2014,10,2014
2014-10-13,Bucks,Johnny O'Bryant III,sprained MCL in right knee,out indefinitely,2014,10,2014
2014-10-13,Thunder,Kevin Durant,fractured right toe,out indefinitely,2014,10,2014
2014-10-14,Pistons,Jodie Meeks,stress fracture in lower back,out indefinitely,2014,10,2014
2014-10-16,Thunder,Kevin Durant,surgery on right toe to repair fracture,out indefinitely,2014,10,2014
2014-10-17,Bucks,Larry Sanders,surgery,out indefinitely,2014,10,2014
2014-10-23,Lakers,Steve Nash,back injury,out for season,2014,10,2014
2014-10-23,Suns,T.J. Warren,fractured left thumb,out indefinitely,2014,10,2014
2014-10-25,Magic,Victor Oladipo,surgery to repair facial fracture,out indefinitely,2014,10,2014
2014-10-27,Pacers,C.J. Watson,bruised right foot,DTD,2014,10,2014
2014-10-28,Lakers,Julius Randle,fractured tibia in right leg,out for season,2014,10,2014
2014-10-28,Lakers,Nick Young,surgery on right thumb to repair torn ligament,"",2014,10,2014
2014-10-28,Lakers,Ryan Kelly,sore right hamstring,DTD,2014,10,2014
2014-10-28,Lakers,Steve Nash,back injury,out for season,2014,10,2014
2014-10-28,Lakers,Wayne Ellington,concussion,DTD,2014,10,2014
2014-10-28,Magic,Channing Frye,sprained MCL in left knee,"",2014,10,2014
2014-10-28,Magic,Victor Oladipo,surgery to repair facial fracture,"",2014,10,2014
2014-10-28,Mavericks,Raymond Felton,sprained right ankle,"",2014,10,2014
2014-10-28,Pelicans,Russ Smith,sprained left thumb,"",2014,10,2014
2014-10-28,Rockets,Clint Capela,strained groin,"",2014,10,2014
2014-10-28,Rockets,Nick Johnson,strained lower back,"",2014,10,2014
2014-10-28,Spurs,Kawhi Leonard,infection in right eye,"",2014,10,2014
2014-10-28,Spurs,Tiago Splitter,strained right calf,"",2014,10,2014
2014-10-28,Spurs,Patty Mills,surgery on right shoulder to repair torn rotator cuff,"",2014,10,2014
2014-10-29,76ers,Jason Richardson,foot injury / left knee injury,P,2014,10,2014
2014-10-29,76ers,Jerami Grant,sprained right ankle,"",2014,10,2014
2014-10-29,76ers,Joel Embiid,right foot injury,out for season,2014,10,2014
2014-10-29,76ers,Luc Mbah a Moute,back injury,DTD,2014,10,2014
2014-10-29,76ers,Michael Carter-Williams,recovering from surgery on right shoulder to repair torn labrum,DNP,2014,10,2014
2014-10-29,Blazers,Meyers Leonard,upper respiratory illness,"",2014,10,2014
2014-10-29,Bucks,Damien Inglis,surgery on right ankle/foot,"",2014,10,2014
2014-10-29,Bucks,Johnny O'Bryant III,sprained MCL in right knee,"",2014,10,2014
2014-10-29,Bulls,Jimmy Butler,sprained left thumb,"",2014,10,2014
2014-10-29,Celtics,Vitor Faverani,surgery on left knee,"",2014,10,2014
2014-10-29,Hawks,Adreian Payne,plantar fasciaitis,"",2014,10,2014
2014-10-29,Heat,Danny Granger,hamstring injury,DTD,2014,10,2014
2014-10-29,Heat,Josh McRoberts,toe injury,"",2014,10,2014
2014-10-29,Hornets,Noah Vonleh,surgery to repait hernia / back injury,"",2014,10,2014
2014-10-29,Knicks,Andrea Bargnani,strained right hamstring,"",2014,10,2014
2014-10-29,Knicks,Jose Calderon,strained right calf,"",2014,10,2014
2014-10-29,Lakers,Julius Randle,surgery on right leg to repair fractured tibia,out for season,2014,10,2014
2014-10-29,Nets,Brook Lopez,sprained right ankle/foot,"",2014,10,2014
2014-10-29,Pacers,David West,sprained right ankle,DTD,2014,10,2014
2014-10-29,Pacers,George Hill,bruised left knee,"",2014,10,2014
2014-10-29,Pacers,Paul George,surgery on right leg to repair fractured tibia and fibula,"",2014,10,2014
2014-10-29,Pistons,Cartier Martin,strained right foot,"",2014,10,2014
2014-10-29,Pistons,Jodie Meeks,stress fracture in lower back,"",2014,10,2014
2014-10-29,Raptors,Greg Stiemsma,sprained right ankle,"",2014,10,2014
2014-10-29,Suns,T.J. Warren,fractured left thumb,"",2014,10,2014
2014-10-29,Thunder,Anthony Morrow,sprained MCL in left knee,DTD,2014,10,2014
2014-10-29,Thunder,Grant Jerrett,surgery on left ankle,"",2014,10,2014
2014-10-29,Thunder,Jeremy Lamb,sprained lower back,DTD,2014,10,2014
2014-10-29,Thunder,Kevin Durant,surgery on right toe,"",2014,10,2014
2014-10-29,Thunder,Mitch McGary,fractured left foot,"",2014,10,2014
2014-10-29,Thunder,Reggie Jackson,sprained right ankle,DTD,2014,10,2014
2014-10-29,Timberwolves,Glenn Robinson III,ankle injury,DTD,2014,10,2014
2014-10-29,Timberwolves,Kevin Martin,ankle injury,"",2014,10,2014
2014-10-29,Timberwolves,Ronny Turiaf,sore right hip,"",2014,10,2014
2014-10-29,Warriors,Brandon Rush,stress reaction in back,"",2014,10,2014
2014-10-29,Warriors,David Lee,strained left hamstring,"",2014,10,2014
2014-10-29,Wizards,Bradley Beal,fractured left wrist,"",2014,10,2014
2014-10-29,Wizards,Glen Rice Jr.,sprained right ankle,DNP,2014,10,2014
2014-10-29,Wizards,Martell Webster,microdisectomy surgery on lower back to repair herniated disc,"",2014,10,2014
2014-10-30,Clippers,Glen Davis,strained right groin,"",2014,10,2014
2014-10-30,Magic,Kyle O'Quinn,ankle injury,"",2014,10,2014
2014-10-30,Thunder,Russell Westbrook,fractured right hand,DTD,2014,10,2014
2014-10-30,Timberwolves,Glenn Robinson III,ankle injury,"",2014,10,2014
2014-10-31,76ers,Michael Carter-Williams,recovering from surgery on right shoulder to repair torn labrum,DTD,2014,10,2014
2014-10-31,Kings,Derrick Williams,knee injury,DNP,2014,10,2014
2014-11-01,Bulls,Derrick Rose,sprained left ankle,DTD,2014,11,2014
2014-11-01,Bulls,Taj Gibson,sprained left ankle,"",2014,11,2014
2014-11-01,Grizzlies,Courtney Lee,concussion,"",2014,11,2014
2014-11-01,Heat,Danny Granger,hamstring injury,"",2014,11,2014
2014-11-01,Heat,Udonis Haslem,strained left quadriceps,"",2014,11,2014
2014-11-01,Rockets,Patrick Beverley,hamstring injury,"",2014,11,2014
2014-11-01,Thunder,Russell Westbrook,surgery on right hand to repair fracture,out indefinitely,2014,11,2014
2014-11-02,Blazers,Joel Freeland,left foot injury,"",2014,11,2014
2014-11-02,Clippers,Jamal Crawford,bruised ribs,DTD,2014,11,2014
2014-11-02,Heat,Chris Andersen,bruised ribs,"",2014,11,2014
2014-11-02,Raptors,Amir Johnson,sprained left ankle,"",2014,11,2014
2014-11-03,Rockets,Tarik Black,thigh injury,DNP,2014,11,2014
2014-11-04,Bulls,Joakim Noah,illness,"",2014,11,2014
2014-11-04,Hornets,Michael Kidd-Gilchrist,bruised ribs,"",2014,11,2014
2014-11-04,Pelicans,Luke Babbitt,sprained left finger,DTD,2014,11,2014
2014-11-04,Rockets,Tarik Black,thigh injury,"",2014,11,2014
2014-11-04,Rockets,Terrence Jones,leg injury,"",2014,11,2014
2014-11-04,Thunder,Andre Roberson,sprained left foot,DTD,2014,11,2014
2014-11-05,Cavaliers,Matthew Dellavedova,sprained MCL in left knee,"",2014,11,2014
2014-11-05,Pacers,Rodney Stuckey,sore left foot,DTD,2014,11,2014
2014-11-05,Pistons,Gigi Datome,strained right hamstring,DTD,2014,11,2014
2014-11-05,Raptors,Jonas Valanciunas,hand injury,"",2014,11,2014
2014-11-05,Heat,Udonis Haslem,strained left quadriceps,DTD,2014,11,2014
2014-11-06,Rockets,Patrick Beverley,hamstring injury,"",2014,11,2014
2014-11-06,Spurs,Manu Ginobili,rest,DTD,2014,11,2014
2014-11-06,Spurs,Marco Belinelli,strained right groin,DTD,2014,11,2014
2014-11-06,Spurs,Tiago Splitter,sore right calf,"",2014,11,2014
2014-11-06,Spurs,Tim Duncan,rest,DTD,2014,11,2014
2014-11-07,76ers,Malcolm Thomas,left knee injury,DTD,2014,11,2014
2014-11-07,76ers,Nerlens Noel,sprained left ankle,DTD,2014,11,2014
2014-11-07,Bulls,Derrick Rose,sprained ankles,"",2014,11,2014
2014-11-07,Knicks,Pablo Prigioni,sprained right ankle,DTD,2014,11,2014
2014-11-07,Nuggets,Ty Lawson,sore left ankle,"",2014,11,2014
2014-11-07,Pacers,C.J. Miles,migraine headache,DTD,2014,11,2014
2014-11-07,Pacers,C.J. Watson,right foot injury,"",2014,11,2014
2014-11-07,Thunder,Perry Jones III,bruised right knee,DTD,2014,11,2014
2014-11-08,Celtics,Marcus Smart,sprained left ankle,DNP,2014,11,2014
2014-11-08,Celtics,Rajon Rondo,left hand injury,"",2014,11,2014
2014-11-08,Celtics,Rajon Rondo,surgery on left hand to remove screw,"",2014,11,2014
2014-11-08,Heat,Justin Hamilton,hip injury,"",2014,11,2014
2014-11-08,Pelicans,Luke Babbitt,sprained left finger,"",2014,11,2014
2014-11-08,Rockets,Dwight Howard,flu,DTD,2014,11,2014
2014-11-08,Timberwolves,Anthony Bennett,bruised knee,DTD,2014,11,2014
2014-11-08,Timberwolves,Ricky Rubio,sprained left ankle,DNP,2014,11,2014
2014-11-08,Warriors,David Lee,strained left hamstring,"",2014,11,2014
2014-11-09,Jazz,Rodney Hood,foot injury,"",2014,11,2014
2014-11-09,Lakers,Ryan Kelly,sore right hamstring,DTD,2014,11,2014
2014-11-09,Magic,Roy Marble,sprained rotator cuff in right shoulder,DTD,2014,11,2014
2014-11-09,Warriors,Klay Thompson,sprained right hand,DTD,2014,11,2014
2014-11-10,Cavaliers,Dion Waiters,bruised lower back,"",2014,11,2014
2014-11-10,Clippers,Chris Douglas-Roberts,right Achilles injury,"",2014,11,2014
2014-11-11,Blazers,Nicolas Batum,right knee injury,"",2014,11,2014
2014-11-11,Bucks,Khris Middleton,sore right knee,DNP,2014,11,2014
2014-11-11,Kings,Darren Collison,shoulder injury,DTD,2014,11,2014
2014-11-11,Raptors,Landry Fields,flu,"",2014,11,2014
2014-11-12,Celtics,Marcus Thornton,ankle injury,"",2014,11,2014
2014-11-12,Hawks,Mike Scott,back injury,"",2014,11,2014
2014-11-12,Hawks,DeMarre Carroll,groin injury,"",2014,11,2014
2014-11-13,76ers,Alexey Shved,sore lower back,DTD,2014,11,2014
2014-11-14,Bucks,Khris Middleton,sore right knee,DNP,2014,11,2014
2014-11-14,Cavaliers,Alex Kirk,placed on IL,P,2014,11,2014
2014-11-14,Heat,Dwyane Wade,strained left hamstring,"",2014,11,2014
2014-11-14,Hornets,Michael Kidd-Gilchrist,right foot injury,"",2014,11,2014
2014-11-14,Knicks,Amar'e Stoudemire,rest,DTD,2014,11,2014
2014-11-14,Magic,Roy Marble,sprained rotator cuff in right shoulder,"",2014,11,2014
2014-11-14,Nuggets,Randy Foye,bruised right knee,DNP,2014,11,2014
2014-11-14,Rockets,Troy Daniels,groin injury,DNP,2014,11,2014
2014-11-15,Blazers,LaMarcus Aldridge,upper respiratory infection,"",2014,11,2014
2014-11-15,Bulls,Derrick Rose,strained left hamstring,DTD,2014,11,2014
2014-11-15,Pacers,C.J. Miles,strained right calf,DTD,2014,11,2014
2014-11-16,Knicks,Iman Shumpert,bruised right hip,DTD,2014,11,2014
2014-11-16,Lakers,Julius Randle,surgery on right leg to repair fractured tibia,out for season,2014,11,2014
2014-11-16,Magic,Aaron Gordon,fractured left foot,DTD,2014,11,2014
2014-11-17,Bulls,Pau Gasol,strained left calf,"",2014,11,2014
2014-11-17,Heat,Luol Deng,sprained right wrist,DTD,2014,11,2014
2014-11-17,Hornets,Gary Neal,concussion,DTD,2014,11,2014
2014-11-17,Lakers,Ryan Kelly,torn right hamstring,out indefinitely,2014,11,2014
2014-11-17,Nuggets,J.J. Hickson,sore right knee,"",2014,11,2014
2014-11-17,Pelicans,Omer Asik,sore lower back,"",2014,11,2014
2014-11-18,Bucks,Larry Sanders,bruised left thigh,DTD,2014,11,2014
2014-11-18,Knicks,Cleanthony Early,right knee injury,out indefinitely,2014,11,2014
2014-11-19,Grizzlies,Beno Udrih,flu,DTD,2014,11,2014
2014-11-19,Grizzlies,Courtney Lee,flu,DTD,2014,11,2014
2014-11-19,Grizzlies,Jon Leuer,flu,"",2014,11,2014
2014-11-19,Grizzlies,Kosta Koufos,flu,"",2014,11,2014
2014-11-19,Grizzlies,Tony Allen,flu / stomach virus,DTD,2014,11,2014
2014-11-19,Hornets,Gary Neal,concussion,"",2014,11,2014
2014-11-19,Hornets,P.J. Hairston,sprained right ankle,DNP,2014,11,2014
2014-11-19,Magic,Evan Fournier,bruised left heel,DTD,2014,11,2014
2014-11-19,Mavericks,Devin Harris,sore lower left leg,"",2014,11,2014
2014-11-19,Raptors,James Johnson,sprained right ankle,DTD,2014,11,2014
2014-11-19,Rockets,Dwight Howard,strained right knee,DTD,2014,11,2014
2014-11-19,Spurs,Matt Bonner,stomach virus,DTD,2014,11,2014
2014-11-19,Timberwolves,Nikola Pekovic,sprained right wrist,DTD,2014,11,2014
2014-11-19,Timberwolves,Ronny Turiaf,hip injury,out for season,2014,11,2014
2014-11-19,Nuggets,J.J. Hickson,DNP,"",2014,11,2014
2014-11-21,Blazers,C.J. McCollum,right finger injury,"",2014,11,2014
2014-11-21,Bulls,Kirk Hinrich,chest injury,"",2014,11,2014
2014-11-21,Grizzlies,Quincy Pondexter,flu / stomach virus,DNP,2014,11,2014
2014-11-21,Hornets,P.J. Hairston,sprained right ankle,"",2014,11,2014
2014-11-21,Nuggets,J.J. Hickson,DNP,"",2014,11,2014
2014-11-21,Raptors,James Johnson,sprained right ankle,"",2014,11,2014
2014-11-21,Raptors,Tyler Hansbrough,sprained right shoulder,"",2014,11,2014
2014-11-21,Timberwolves,Kevin Martin,fractured right wrist,DTD,2014,11,2014
2014-11-21,76ers,Jerami Grant,sprained right ankle,DTD,2014,11,2014
2014-11-21,Pelicans,Omer Asik,DNP,"",2014,11,2014
2014-11-22,Heat,Norris Cole,finger injury,"",2014,11,2014
2014-11-22,Magic,Tobias Harris,strained right calf,DTD,2014,11,2014
2014-11-22,Spurs,Matt Bonner,illness,DNP,2014,11,2014
2014-11-22,Wizards,Otto Porter Jr.,left hamstring injury,DNP,2014,11,2014
2014-11-23,Lakers,Carlos Boozer,strained left shoulder,DTD,2014,11,2014
2014-11-24,Clippers,Matt Barnes,strained left calf,DTD,2014,11,2014
2014-11-24,Lakers,Xavier Henry,torn left Achilles tendon,DTD,2014,11,2014
2014-11-24,Mavericks,Raymond Felton,ankle injury,"",2014,11,2014
2014-11-24,Pacers,Roy Hibbert,sprained left ankle,DTD,2014,11,2014
2014-11-24,Rockets,Patrick Beverley,hamstring injury,"",2014,11,2014
2014-11-25,Bucks,Nate Wolters,illness,DTD,2014,11,2014
2014-11-25,Bulls,Joakim Noah,eye abrasion,"",2014,11,2014
2014-11-25,Heat,Chris Andersen,sprained right ankle,"",2014,11,2014
2014-11-25,Kings,Darren Collison,bruised left quadriceps,DTD,2014,11,2014
2014-11-25,Kings,Rudy Gay,right Achilles injury,"",2014,11,2014
2014-11-25,Nuggets,JaVale McGee,sore left leg,tibia,2014,11,2014
2014-11-25,Nuggets,Randy Foye,strained right quadriceps,"",2014,11,2014
2014-11-25,Pelicans,Eric Gordon,torn labrum in left shoulder,"",2014,11,2014
2014-11-25,Pistons,Brandon Jennings,hyperextended left thumb,DTD,2014,11,2014
2014-11-25,Timberwolves,Kevin Martin,surgery on right wrist to repair fracture,out indefinitely,2014,11,2014
2014-11-25,Wizards,Nene Hilario,plantar faciitis in right foot,DTD,2014,11,2014
2014-11-26,Bucks,John Henson,sprained left foot,DTD,2014,11,2014
2014-11-26,Clippers,Matt Barnes,strained left calf,"",2014,11,2014
2014-11-26,Hawks,Thabo Sefolosha,illness,"",2014,11,2014
2014-11-26,Hornets,Gary Neal,left shoulder injury,"",2014,11,2014
2014-11-26,Knicks,Carmelo Anthony,back spasms,DTD,2014,11,2014
2014-11-26,Magic,Aaron Gordon,fractured left foot,"",2014,11,2014
2014-11-26,Mavericks,Jameer Nelson,back spasms,"",2014,11,2014
2014-11-26,Spurs,Cory Joseph,sprained left ankle,DTD,2014,11,2014
2014-11-26,Suns,Isaiah Thomas,ankle injury,"",2014,11,2014
2014-11-26,Timberwolves,Kevin Martin,surgery on right wrist to repair fracture,"",2014,11,2014
2014-11-26,Timberwolves,Mo Williams,illness,DTD,2014,11,2014
2014-11-26,Warriors,Leandro Barbosa,knee injury,DTD,2014,11,2014
2014-11-28,Hornets,Marvin Williams,sprained left shoulder,DTD,2014,11,2014
2014-11-28,Kings,DeMarcus Cousins,illness,"",2014,11,2014
2014-11-28,Pistons,Brandon Jennings,"fined $15,000 by NBA for making an obscene gesture during game","",2014,11,2014
2014-11-28,Mavericks,Jameer Nelson,back spasms,DTD,2014,11,2014
2014-11-29,76ers,Tony Wroten Jr.,sprained right knee,"",2014,11,2014
2014-11-29,Cavaliers,Anderson Varejao,bruised ribs,"",2014,11,2014
2014-11-29,Jazz,Jeremy Evans,sprained left ankle,DTD,2014,11,2014
